,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1511,Campina,-1.4548285833333334,-48.50126723333333,EVS HERBALIFE - Fórum Cidade Velha.,-1.4578608490706446,-48.50244668037445,Tea Room
1512,Campina,-1.4548285833333334,-48.50126723333333,Museu do Estado Para - MEP,-1.4562123736843526,-48.5030086552301,Museum
1513,Campina,-1.4548285833333334,-48.50126723333333,Ver-o-Peso,-1.451076812329285,-48.50232656479206,Farmers Market
1514,Campina,-1.4548285833333334,-48.50126723333333,Associação Fotoativa,-1.4508515561044122,-48.50061615501671,Art Gallery
1515,Campina,-1.4548285833333334,-48.50126723333333,Studio K,-1.4581396156238553,-48.498762070328794,Salon / Barbershop
1516,Campina,-1.4548285833333334,-48.50126723333333,Sinhá restaurante,-1.4538632849646316,-48.50030804913291,Brazilian Restaurant
1517,Campina,-1.4548285833333334,-48.50126723333333,Museu do Círio,-1.4549741761460113,-48.504037857055664,History Museum
1518,Campina,-1.4548285833333334,-48.50126723333333,Le Bistrot,-1.455654,-48.504538,Bistro
1519,Campina,-1.4548285833333334,-48.50126723333333,Feira do Açaí,-1.4535793520928624,-48.5044930757514,Farmers Market
1520,Campina,-1.4548285833333334,-48.50126723333333,Riachuelo,-1.4517553243775754,-48.500953205613506,Clothing Store
1521,Campina,-1.4548285833333334,-48.50126723333333,Top Cases,-1.4533006118563443,-48.49994367435754,Electronics Store
1522,Campina,-1.4548285833333334,-48.50126723333333,Restô São Francisco,-1.45738929773136,-48.49873295881596,Brazilian Restaurant
1523,Campina,-1.4548285833333334,-48.50126723333333,Lojas Americanas,-1.4543077018520725,-48.501706217390634,Department Store
1524,Campina,-1.4548285833333334,-48.50126723333333,Mercado Municipal de Carne,-1.4523968293889749,-48.50288366314752,Outdoors & Recreation
1525,Campina,-1.4548285833333334,-48.50126723333333,FÁBRICA 242,-1.4572702896472132,-48.499092315768635,Music Venue
1526,Campina,-1.4548285833333334,-48.50126723333333,Museu do Encontro Forte do Presépio,-1.4551122721239573,-48.50394278719662,History Museum
1527,Campina,-1.4548285833333334,-48.50126723333333,Ouriço,-1.4508225322546557,-48.5005836653722,Bar
1528,Campina,-1.4548285833333334,-48.50126723333333,Paprika Italian Restaurant,-1.4557915234984231,-48.50544273131126,Italian Restaurant
1529,Campina,-1.4548285833333334,-48.50126723333333,Point da Eletrônica,-1.4529626381237732,-48.49842809029076,Electronics Store
1530,Campina,-1.4548285833333334,-48.50126723333333,Igreja De Nossa Senhora De Sant'Ana,-1.4515860570723234,-48.498796554986264,Church
1531,Campina,-1.4548285833333334,-48.50126723333333,Centro histórico de Belém,-1.4551610703585154,-48.505310021325485,Historic Site
1532,Campina,-1.4548285833333334,-48.50126723333333,Laboratório São Lucas,-1.4525921201469867,-48.49819646008441,Pharmacy
1533,Campina,-1.4548285833333334,-48.50126723333333,Solar da Beira,-1.4518377542696965,-48.502629297714854,Historic Site
1534,Campina,-1.4548285833333334,-48.50126723333333,Box Da Dhandara Veropa,-1.4514807,-48.50326,Food Stand
1535,Batista Campos,-1.45804128,-48.49439868,Sorveteria Cairu,-1.4588428009569765,-48.494915008730366,Ice Cream Shop
1536,Batista Campos,-1.45804128,-48.49439868,Brisa Café,-1.4589919317469222,-48.49523234746117,Breakfast Spot
1537,Batista Campos,-1.45804128,-48.49439868,Cacau Show,-1.4578902616144505,-48.49518312340806,Chocolate Shop
1538,Batista Campos,-1.45804128,-48.49439868,Studio Pub,-1.4575430450633464,-48.492558844797124,Pub
1539,Batista Campos,-1.45804128,-48.49439868,Mr. Mix Milk Shakes,-1.4565285639130559,-48.49542425639488,Ice Cream Shop
1540,Batista Campos,-1.45804128,-48.49439868,Smart Fit,-1.457846998028193,-48.494638394274915,Gym / Fitness Center
1541,Batista Campos,-1.45804128,-48.49439868,Rei do Mate,-1.4587215702978042,-48.49491664774211,Tea Room
1542,Batista Campos,-1.45804128,-48.49439868,Café Visão,-1.4583956696083171,-48.49465490894944,Café
1543,Batista Campos,-1.45804128,-48.49439868,Eureka Gift Store,-1.4583913845972745,-48.49581820837238,Gift Shop
1544,Batista Campos,-1.45804128,-48.49439868,Carmen Steffens,-1.4577662043269446,-48.49540412428697,Shoe Store
1545,Batista Campos,-1.45804128,-48.49439868,Calvin Klein Jeans,-1.457780666697326,-48.49553348337474,Boutique
1546,Batista Campos,-1.45804128,-48.49439868,Bistrô Belém,-1.4570259632510567,-48.49328208395764,Bistro
1547,Batista Campos,-1.45804128,-48.49439868,Livraria Leitura,-1.4578213671207492,-48.49555945240691,Bookstore
1548,Batista Campos,-1.45804128,-48.49439868,Geisa D'arte Biquínis,-1.460006579627218,-48.49362614402177,Women's Store
1549,Batista Campos,-1.45804128,-48.49439868,Ice Bode,-1.4583408335284043,-48.49457692299989,Ice Cream Shop
1550,Batista Campos,-1.45804128,-48.49439868,Espaço Bless,-1.4590498157009475,-48.492794036865234,Bookstore
1551,Batista Campos,-1.45804128,-48.49439868,Moldura Branca,-1.4593514558941882,-48.49456837927834,Art Gallery
1552,Batista Campos,-1.45804128,-48.49439868,"Mania Geek — Games, Camisas e objetos Nerds",-1.4574008262710276,-48.49407226324374,Video Game Store
1553,Batista Campos,-1.45804128,-48.49439868,Panificadora Fortaleza do Humaitá,-1.4603598397859103,-48.49389730444524,Bakery
1554,Batista Campos,-1.45804128,-48.49439868,Shopping Pátio Belém,-1.4580033951397695,-48.49510052961302,Shopping Mall
1555,Batista Campos,-1.45804128,-48.49439868,Boi D'Ouro,-1.4579767122430156,-48.49725787388113,BBQ Joint
1556,Batista Campos,-1.45804128,-48.49439868,Praça Barão do Rio Branco,-1.4556016041835889,-48.494290100870884,Plaza
1557,Batista Campos,-1.45804128,-48.49439868,Cozinha de Bistrô,-1.4551058049135903,-48.494470664195234,French Restaurant
1558,Batista Campos,-1.45804128,-48.49439868,Boteco 1907,-1.4572342043423803,-48.493129461860846,Dive Bar
1559,Batista Campos,-1.45804128,-48.49439868,C&A,-1.4582927651676627,-48.49554920853916,Clothing Store
1560,Batista Campos,-1.45804128,-48.49439868,Le Biscuit,-1.4571848351423884,-48.4946188590732,Miscellaneous Shop
1561,Batista Campos,-1.45804128,-48.49439868,Sorveteria Cairu,-1.4589343418421068,-48.490914323068054,Ice Cream Shop
1562,Batista Campos,-1.45804128,-48.49439868,Kukuka,-1.4602430114110336,-48.49276989698409,Arts & Crafts Store
1563,Batista Campos,-1.45804128,-48.49439868,Praça da Sereia,-1.4545991057360448,-48.49328022642207,Plaza
1564,Batista Campos,-1.45804128,-48.49439868,Binos Camisetas,-1.4548647871867497,-48.493444533707425,Clothing Store
1565,Batista Campos,-1.45804128,-48.49439868,EVS - Espaço Vida Saudável,-1.460798479909534,-48.49256366986235,Tea Room
1566,Batista Campos,-1.45804128,-48.49439868,Mimi Shoe,-1.4553084800961082,-48.491302357944804,Shoe Store
1567,Batista Campos,-1.45804128,-48.49439868,Studio K,-1.4581396156238553,-48.498762070328794,Salon / Barbershop
1568,Batista Campos,-1.45804128,-48.49439868,"Pri Lima - Spa, Cabelo & Corpo",-1.4609827824858077,-48.49288419145438,Spa
1569,Batista Campos,-1.45804128,-48.49439868,Grand Cru Belém,-1.4554879960557592,-48.49118878547529,Wine Bar
1570,Batista Campos,-1.45804128,-48.49439868,Espaço Vida Saudável,-1.4607270493645839,-48.493509695490495,Tea Room
1571,Batista Campos,-1.45804128,-48.49439868,Cinema Olympia,-1.4538422437029015,-48.49338204424687,Movie Theater
1572,Batista Campos,-1.45804128,-48.49439868,Restô São Francisco,-1.45738929773136,-48.49873295881596,Brazilian Restaurant
1573,Batista Campos,-1.45804128,-48.49439868,Dellito's Grill,-1.461299048824205,-48.49154284820603,Restaurant
1574,Batista Campos,-1.45804128,-48.49439868,Supercenter Nazaré,-1.460383557575375,-48.49646351169362,Supermarket
1575,Batista Campos,-1.45804128,-48.49439868,Art-Malha,-1.4600040493568593,-48.491458035999294,Boutique
1576,Batista Campos,-1.45804128,-48.49439868,Revistaria do Alvino,-1.460160493850708,-48.49592208862305,Bookstore
1577,Batista Campos,-1.45804128,-48.49439868,Otica Bons Amigos,-1.4602612712621623,-48.49103385955661,Gift Shop
1578,Campina,-1.4546645,-48.50016205,Bonde Belém - Estação Gumercindo Rodriguez,-1.4554001830071968,-48.501755282990814,Train Station
1579,Campina,-1.4546645,-48.50016205,"forte do castelo do senhor santo cristo do presépio de belém, belém - pará",-1.4553204465976226,-48.500744568127836,Historic Site
1580,Campina,-1.4546645,-48.50016205,Lanche do Sírio,-1.4547201036746873,-48.500484389661054,Middle Eastern Restaurant
1581,Campina,-1.4546645,-48.50016205,Café do Fábio,-1.4550012107825316,-48.501193772449724,Breakfast Spot
1582,Campina,-1.4546645,-48.50016205,Brazz Brazz Papelaria,-1.4538389988953535,-48.49905712686468,Paper / Office Supplies Store
1583,Campina,-1.4546645,-48.50016205,Dona Joana Restaurante 100% Sem Gluten,-1.4537783044121704,-48.49860948930333,Restaurant
1584,Campina,-1.4546645,-48.50016205,Palácio Antônio Lemos,-1.4558627462702562,-48.50250722778825,City Hall
1585,Campina,-1.4546645,-48.50016205,Fabrika Studio,-1.4536138953124262,-48.49804436997417,Music Venue
1586,Campina,-1.4546645,-48.50016205,Aché artes,-1.4566004737428617,-48.50134003597996,Arts & Crafts Store
1587,Campina,-1.4546645,-48.50016205,Govinda,-1.4518678779791172,-48.49846815113254,Vegetarian / Vegan Restaurant
1588,Campina,-1.4546645,-48.50016205,Rei do Bacalhau,-1.4522992835923203,-48.500493745926875,Portuguese Restaurant
1589,Campina,-1.4546645,-48.50016205,Centro Comercial de Belém,-1.4528278450591035,-48.499616690774154,Shopping Plaza
1590,Campina,-1.4546645,-48.50016205,Complexo Feliz Lusitânia,-1.4552245214934587,-48.50412833841484,Historic Site
1591,Campina,-1.4546645,-48.50016205,Restaurante Largo da Palmeira,-1.4511076863376615,-48.4981714358287,Brazilian Restaurant
1592,Campina,-1.4546645,-48.50016205,Studio K,-1.4581396156238553,-48.498762070328794,Salon / Barbershop
1593,Campina,-1.4546645,-48.50016205,Associação Fotoativa,-1.4508515561044122,-48.50061615501671,Art Gallery
1594,Campina,-1.4546645,-48.50016205,Hotel Ver o Peso,-1.4516023568137104,-48.502402284985784,Hotel
1595,Campina,-1.4546645,-48.50016205,Binos Camisetas,-1.456017875609323,-48.50159186454174,Clothing Store
1596,Campina,-1.4546645,-48.50016205,Igreja de Santo Alexandre/Museu de Arte Sacra,-1.455105939961737,-48.504123455480055,Museum
1597,Campina,-1.4546645,-48.50016205,Boi D'Ouro,-1.4579767122430156,-48.49725787388113,BBQ Joint
1598,Campina,-1.4546645,-48.50016205,Box da Lúcia,-1.4509797930496895,-48.502641101199956,Restaurant
1599,Campina,-1.4546645,-48.50016205,Restô São Francisco,-1.45738929773136,-48.49873295881596,Brazilian Restaurant
1600,Campina,-1.4546645,-48.50016205,Ver-o-Peso,-1.451076812329285,-48.50232656479206,Farmers Market
1601,Campina,-1.4546645,-48.50016205,Sinhá restaurante,-1.4538632849646316,-48.50030804913291,Brazilian Restaurant
1602,Campina,-1.4546645,-48.50016205,Mercado de Ferro,-1.4523089484938325,-48.50289785250319,Market
1603,Campina,-1.4546645,-48.50016205,Top Cases,-1.4533006118563443,-48.49994367435754,Electronics Store
1604,Campina,-1.4546645,-48.50016205,Point da Eletrônica,-1.4529626381237732,-48.49842809029076,Electronics Store
1605,Campina,-1.4546645,-48.50016205,Riachuelo,-1.4517553243775754,-48.500953205613506,Clothing Store
1606,Campina,-1.4546645,-48.50016205,EVS HERBALIFE - Fórum Cidade Velha.,-1.4578608490706446,-48.50244668037445,Tea Room
1607,Campina,-1.4546645,-48.50016205,Marisa,-1.4536686821499978,-48.50248304639888,Department Store
1608,Campina,-1.4546645,-48.50016205,FÁBRICA 242,-1.4572702896472132,-48.499092315768635,Music Venue
1609,Campina,-1.4546645,-48.50016205,Praça D. Pedro II,-1.454628768744182,-48.50309316589678,Plaza
1610,Campina,-1.4546645,-48.50016205,Lojas Americanas,-1.4543077018520725,-48.501706217390634,Department Store
1611,Campina,-1.4546645,-48.50016205,Igreja De Nossa Senhora De Sant'Ana,-1.4515860570723234,-48.498796554986264,Church
1612,Campina,-1.4546645,-48.50016205,Museu do Estado Para - MEP,-1.4562123736843526,-48.5030086552301,Museum
1613,Campina,-1.4546645,-48.50016205,Laboratório São Lucas,-1.4525921201469867,-48.49819646008441,Pharmacy
1614,Campina,-1.4546645,-48.50016205,Ouriço,-1.4508225322546557,-48.5005836653722,Bar
1615,Campina,-1.4546645,-48.50016205,Toka do Sushi,-1.4552353247962793,-48.496155352036375,Noodle House
1616,Campina,-1.4546645,-48.50016205,Restaurante Bom Apetite,-1.4512629127441854,-48.497319234113284,Restaurant
1617,Campina,-1.4546645,-48.50016205,Feira do Açaí,-1.4535793520928624,-48.5044930757514,Farmers Market
1618,Campina,-1.4546645,-48.50016205,Bar Santiago,-1.4524166411834507,-48.499330714452924,Bar
1619,Campina,-1.4546645,-48.50016205,Museu do Círio,-1.4549741761460113,-48.504037857055664,History Museum
1620,Campina,-1.4546645,-48.50016205,Le Bistrot,-1.455654,-48.504538,Bistro
1621,Campina,-1.4546645,-48.50016205,Mercado Municipal de Carne,-1.4523968293889749,-48.50288366314752,Outdoors & Recreation
1622,Campina,-1.4546645,-48.50016205,Discosaoleo,-1.4547192011131072,-48.497590475480365,Record Shop
1623,Campina,-1.4546645,-48.50016205,Bar dos Amigos,-1.4590084182505718,-48.499174317995745,Bar
1624,Campina,-1.4546645,-48.50016205,Mercadão da Eletrônica,-1.4523414772304841,-48.49931683021595,Electronics Store
1625,Campina,-1.4546645,-48.50016205,Museu do Encontro Forte do Presépio,-1.4551122721239573,-48.50394278719662,History Museum
1626,Campina,-1.4546645,-48.50016205,Teatro Cuíra,-1.4528568266917063,-48.4964084088545,Theater
1627,Campina,-1.4546645,-48.50016205,Globo Esporte,-1.4511338945643504,-48.500905695344734,Sporting Goods Shop
1628,Campina,-1.45010955,-48.498698275,Restaurante Largo da Palmeira,-1.4511076863376615,-48.4981714358287,Brazilian Restaurant
1629,Campina,-1.45010955,-48.498698275,Govinda,-1.4518678779791172,-48.49846815113254,Vegetarian / Vegan Restaurant
1630,Campina,-1.45010955,-48.498698275,Point do Açaí,-1.4485810025990384,-48.498601517719564,Acai House
1631,Campina,-1.45010955,-48.498698275,Sorveteria Cairu,-1.4488651296910586,-48.50041560157475,Ice Cream Shop
1632,Campina,-1.45010955,-48.498698275,Teatro Maria Sylvia Nunes,-1.4484616507730093,-48.49911867433996,Theater
1633,Campina,-1.45010955,-48.498698275,Estação das Docas,-1.4484473892775478,-48.500153772355034,General Entertainment
1634,Campina,-1.45010955,-48.498698275,Instituto Arraial do Pavulagem,-1.4485493700247254,-48.49863819939932,Performing Arts Venue
1635,Campina,-1.45010955,-48.498698275,Café do Murilo,-1.4499274924042784,-48.49889408016284,Breakfast Spot
1636,Campina,-1.45010955,-48.498698275,Amazon Beer,-1.4494653521748608,-48.50092739837306,Brewery
1637,Campina,-1.45010955,-48.498698275,Delicidade,-1.4504843214211165,-48.49706495308421,Deli / Bodega
1638,Campina,-1.45010955,-48.498698275,Cine Estação,-1.4484383382351198,-48.49926514929548,Indie Movie Theater
1639,Campina,-1.45010955,-48.498698275,Associação Fotoativa,-1.4508515561044122,-48.50061615501671,Art Gallery
1640,Campina,-1.45010955,-48.498698275,Espaço Vida Saudável - Manoel Barata,-1.4507645059257632,-48.49757164227415,Brazilian Restaurant
1641,Campina,-1.45010955,-48.498698275,Lá em Casa,-1.4486989060181108,-48.500262520950976,Brazilian Restaurant
1642,Campina,-1.45010955,-48.498698275,Restaurante Bom Apetite,-1.4512629127441854,-48.497319234113284,Restaurant
1643,Campina,-1.45010955,-48.498698275,Spazzio a Bordo,-1.4485630286536075,-48.49954097343362,Seafood Restaurant
1644,Campina,-1.45010955,-48.498698275,Bar Meu Garoto,-1.4495333675864168,-48.49607132466735,Bar
1645,Campina,-1.45010955,-48.498698275,Restaurante Koma Bem,-1.4502408683178445,-48.49806571078826,Restaurant
1646,Campina,-1.45010955,-48.498698275,Ouriço,-1.4508225322546557,-48.5005836653722,Bar
1647,Campina,-1.45010955,-48.498698275,Açaí Mix,-1.4486422668860344,-48.500174123574304,Acai House
1648,Campina,-1.45010955,-48.498698275,Café da Tânia,-1.4478951515762353,-48.49693624353206,Breakfast Spot
1649,Campina,-1.45010955,-48.498698275,Igreja De Nossa Senhora De Sant'Ana,-1.4515860570723234,-48.498796554986264,Church
1650,Campina,-1.45010955,-48.498698275,Rei do Bacalhau,-1.4522992835923203,-48.500493745926875,Portuguese Restaurant
1651,Campina,-1.45010955,-48.498698275,SBB - Sociedade Bíblica do Brasil,-1.4489933170004943,-48.49542780504872,Bookstore
1652,Campina,-1.45010955,-48.498698275,Box da Lúcia,-1.4509797930496895,-48.502641101199956,Restaurant
1653,Campina,-1.45010955,-48.498698275,Capone Ristorante,-1.4487663008897027,-48.50031831351147,Italian Restaurant
1654,Campina,-1.45010955,-48.498698275,O Boticário,-1.4505494358615358,-48.497253844287044,Cosmetics Shop
1655,Campina,-1.45010955,-48.498698275,Ver-o-Peso,-1.451076812329285,-48.50232656479206,Farmers Market
1656,Campina,-1.45010955,-48.498698275,Fabrika Studio,-1.4536138953124262,-48.49804436997417,Music Venue
1657,Campina,-1.45010955,-48.498698275,Deli Cidade,-1.4505836278525028,-48.49724704449489,Bakery
1658,Campina,-1.45010955,-48.498698275,Centro Comercial de Belém,-1.4528278450591035,-48.499616690774154,Shopping Plaza
1659,Campina,-1.45010955,-48.498698275,Hotel Novo Avenida,-1.4508774842885097,-48.49688020174868,Hotel
1660,Campina,-1.45010955,-48.498698275,Dona Joana Restaurante 100% Sem Gluten,-1.4537783044121704,-48.49860948930333,Restaurant
1661,Campina,-1.45010955,-48.498698275,Brazz Brazz Papelaria,-1.4538389988953535,-48.49905712686468,Paper / Office Supplies Store
1662,Campina,-1.45010955,-48.498698275,Hotel Ver o Peso,-1.4516023568137104,-48.502402284985784,Hotel
1663,Campina,-1.45010955,-48.498698275,TI - SOCIC,-1.4499142606061184,-48.49886401322363,Department Store
1664,Campina,-1.45010955,-48.498698275,Igreja de Nossa Senhora das Mercês,-1.4498474401459622,-48.49513292312622,Church
1665,Campina,-1.45010955,-48.498698275,Riachuelo,-1.4517553243775754,-48.500953205613506,Clothing Store
1666,Campina,-1.45010955,-48.498698275,Hostel Amazonia,-1.4504685767136447,-48.49595235437873,Hostel
1667,Campina,-1.45010955,-48.498698275,Cine Estação das Docas,-1.4478213096274766,-48.49953368772318,Indie Movie Theater
1668,Campina,-1.45010955,-48.498698275,Laboratório São Lucas,-1.4525921201469867,-48.49819646008441,Pharmacy
1669,Campina,-1.45010955,-48.498698275,Lanchonete Cairu,-1.4491873442946568,-48.50069213974885,Burger Joint
1670,Campina,-1.45010955,-48.498698275,Point da Eletrônica,-1.4529626381237732,-48.49842809029076,Electronics Store
1671,Campina,-1.45010955,-48.498698275,Restô das Docas,-1.4485461947186187,-48.50008507164755,Brazilian Restaurant
1672,Campina,-1.45010955,-48.498698275,Rei do Bacalhau,-1.4499916088304954,-48.497836995078586,Portuguese Restaurant
1673,Campina,-1.45010955,-48.498698275,Tio Armênio,-1.4485082398974891,-48.50012466878166,Portuguese Restaurant
1674,Campina,-1.45010955,-48.498698275,Globo Esporte,-1.4511338945643504,-48.500905695344734,Sporting Goods Shop
1675,Campina,-1.45010955,-48.498698275,Hotel Ferrador,-1.4511706252729673,-48.49600739398499,Hotel
1676,Campina,-1.45010955,-48.498698275,Higashi,-1.4508317196547666,-48.49631456542501,Japanese Restaurant
1677,Campina,-1.45010955,-48.498698275,Marujos,-1.4498871300775529,-48.50127751159244,Brewery
1678,Campina,-1.4519114,-48.49694945,Restaurante Largo da Palmeira,-1.4511076863376615,-48.4981714358287,Brazilian Restaurant
1679,Campina,-1.4519114,-48.49694945,Govinda,-1.4518678779791172,-48.49846815113254,Vegetarian / Vegan Restaurant
1680,Campina,-1.4519114,-48.49694945,Praça da República,-1.452409840822532,-48.494797837967845,Plaza
1681,Campina,-1.4519114,-48.49694945,Delicidade,-1.4504843214211165,-48.49706495308421,Deli / Bodega
1682,Campina,-1.4519114,-48.49694945,Espaço Vida Saudável - Manoel Barata,-1.4507645059257632,-48.49757164227415,Brazilian Restaurant
1683,Campina,-1.4519114,-48.49694945,Fabrika Studio,-1.4536138953124262,-48.49804436997417,Music Venue
1684,Campina,-1.4519114,-48.49694945,Teatro Waldemar Henrique,-1.4521426748558508,-48.49445700645447,Theater
1685,Campina,-1.4519114,-48.49694945,Café do Murilo,-1.4499274924042784,-48.49889408016284,Breakfast Spot
1686,Campina,-1.4519114,-48.49694945,Theatro da Paz,-1.453109143817648,-48.49388489096176,Theater
1687,Campina,-1.4519114,-48.49694945,Dona Joana Restaurante 100% Sem Gluten,-1.4537783044121704,-48.49860948930333,Restaurant
1688,Campina,-1.4519114,-48.49694945,Brazz Brazz Papelaria,-1.4538389988953535,-48.49905712686468,Paper / Office Supplies Store
1689,Campina,-1.4519114,-48.49694945,SBB - Sociedade Bíblica do Brasil,-1.4489933170004943,-48.49542780504872,Bookstore
1690,Campina,-1.4519114,-48.49694945,Point do Açaí,-1.4485810025990384,-48.498601517719564,Acai House
1691,Campina,-1.4519114,-48.49694945,Bar do Parque,-1.453141779015902,-48.49415987815186,Historic Site
1692,Campina,-1.4519114,-48.49694945,Igreja De Nossa Senhora De Sant'Ana,-1.4515860570723234,-48.498796554986264,Church
1693,Campina,-1.4519114,-48.49694945,Instituto Arraial do Pavulagem,-1.4485493700247254,-48.49863819939932,Performing Arts Venue
1694,Campina,-1.4519114,-48.49694945,Associação Fotoativa,-1.4508515561044122,-48.50061615501671,Art Gallery
1695,Campina,-1.4519114,-48.49694945,Teatro Maria Sylvia Nunes,-1.4484616507730093,-48.49911867433996,Theater
1696,Campina,-1.4519114,-48.49694945,Point da Eletrônica,-1.4529626381237732,-48.49842809029076,Electronics Store
1697,Campina,-1.4519114,-48.49694945,Cozinha de Bistrô,-1.4551058049135903,-48.494470664195234,French Restaurant
1698,Campina,-1.4519114,-48.49694945,Centro Comercial de Belém,-1.4528278450591035,-48.499616690774154,Shopping Plaza
1699,Campina,-1.4519114,-48.49694945,Frutaria do Val,-1.452932330496215,-48.494966656489986,Juice Bar
1700,Campina,-1.4519114,-48.49694945,Teatro Cuíra,-1.4528568266917063,-48.4964084088545,Theater
1701,Campina,-1.4519114,-48.49694945,Cacau Show,-1.4535719969311003,-48.49596955678502,Chocolate Shop
1702,Campina,-1.4519114,-48.49694945,Rei do Bacalhau,-1.4522992835923203,-48.500493745926875,Portuguese Restaurant
1703,Campina,-1.4519114,-48.49694945,Cine Estação,-1.4484383382351198,-48.49926514929548,Indie Movie Theater
1704,Campina,-1.4519114,-48.49694945,Toka do Sushi,-1.4552353247962793,-48.496155352036375,Noodle House
1705,Campina,-1.4519114,-48.49694945,Cinema Olympia,-1.4538422437029015,-48.49338204424687,Movie Theater
1706,Campina,-1.4519114,-48.49694945,Casa Dirigível Espaço Cultural,-1.4555230581985328,-48.49487290048811,Indie Theater
1707,Campina,-1.4519114,-48.49694945,Bar da Praça,-1.4531799399782832,-48.494122483629695,Dive Bar
1708,Campina,-1.4519114,-48.49694945,Ouriço,-1.4508225322546557,-48.5005836653722,Bar
1709,Campina,-1.4519114,-48.49694945,TI - SOCIC,-1.4499142606061184,-48.49886401322363,Department Store
1710,Campina,-1.4519114,-48.49694945,Spazzio a Bordo,-1.4485630286536075,-48.49954097343362,Seafood Restaurant
1711,Campina,-1.4519114,-48.49694945,Banca do Zé Maria,-1.4529549755235658,-48.49433403947353,Video Game Store
1712,Campina,-1.4519114,-48.49694945,Esfiharia,-1.454300403330934,-48.49460114916078,Restaurant
1713,Campina,-1.4519114,-48.49694945,Estação Gourmet Hall,-1.4542585033136595,-48.49459670386175,Restaurant
1714,Campina,-1.4519114,-48.49694945,Riachuelo,-1.4517553243775754,-48.500953205613506,Clothing Store
1715,Campina,-1.4519114,-48.49694945,Bar Santiago,-1.4524166411834507,-48.499330714452924,Bar
1716,Campina,-1.4519114,-48.49694945,Hope Skatehouse,-1.453537231421791,-48.49795665346227,Board Shop
1717,Campina,-1.4519114,-48.49694945,Top Cases,-1.4533006118563443,-48.49994367435754,Electronics Store
1718,Campina,-1.4519114,-48.49694945,Praça da Bandeira,-1.4548947014759008,-48.49906008446654,Plaza
1719,Campina,-1.4519114,-48.49694945,Mercadão da Eletrônica,-1.4523414772304841,-48.49931683021595,Electronics Store
1720,Campina,-1.4519114,-48.49694945,Discosaoleo,-1.4547192011131072,-48.497590475480365,Record Shop
1721,Campina,-1.4519114,-48.49694945,Sinhá restaurante,-1.4538632849646316,-48.50030804913291,Brazilian Restaurant
1722,Campina,-1.4519114,-48.49694945,Lojas Americanas,-1.453894712815935,-48.493689679923506,Department Store
1723,Campina,-1.4519114,-48.49694945,Globo Esporte,-1.4511338945643504,-48.500905695344734,Sporting Goods Shop
1724,Campina,-1.4519114,-48.49694945,Hotel Grão Pará,-1.4528827907145792,-48.49485919538179,Hotel
1725,Campina,-1.4519114,-48.49694945,Grão Sabor Churrascaria,-1.4530013460666062,-48.49472698641005,Churrascaria
1726,Campina,-1.4519114,-48.49694945,Restô Ver-o-Centro,-1.451675816870228,-48.499984346983545,Restaurant
1727,Campina,-1.4519114,-48.49694945,Praça das Mercês/Praça Visconde do Rio Branco,-1.4511247267856113,-48.50053265247061,Historic Site
1728,Campina,-1.45373164,-48.49479176000001,Theatro da Paz,-1.453109143817648,-48.49388489096176,Theater
1729,Campina,-1.45373164,-48.49479176000001,Praça da República,-1.452409840822532,-48.494797837967845,Plaza
1730,Campina,-1.45373164,-48.49479176000001,Cozinha de Bistrô,-1.4551058049135903,-48.494470664195234,French Restaurant
1731,Campina,-1.45373164,-48.49479176000001,Teatro Waldemar Henrique,-1.4521426748558508,-48.49445700645447,Theater
1732,Campina,-1.45373164,-48.49479176000001,Praça da Sereia,-1.4545991057360448,-48.49328022642207,Plaza
1733,Campina,-1.45373164,-48.49479176000001,Bar do Parque,-1.453141779015902,-48.49415987815186,Historic Site
1734,Campina,-1.45373164,-48.49479176000001,Binos Camisetas,-1.4548647871867497,-48.493444533707425,Clothing Store
1735,Campina,-1.45373164,-48.49479176000001,Praça Barão do Rio Branco,-1.4556016041835889,-48.494290100870884,Plaza
1736,Campina,-1.45373164,-48.49479176000001,Cinema Olympia,-1.4538422437029015,-48.49338204424687,Movie Theater
1737,Campina,-1.45373164,-48.49479176000001,Mr. Mix Milk Shakes,-1.4565285639130559,-48.49542425639488,Ice Cream Shop
1738,Campina,-1.45373164,-48.49479176000001,Casa da Linguagem,-1.4536759636169776,-48.49246825135718,Historic Site
1739,Campina,-1.45373164,-48.49479176000001,BodyTech,-1.451690311974903,-48.492223163267816,Gym / Fitness Center
1740,Campina,-1.45373164,-48.49479176000001,Fabrika Studio,-1.4536138953124262,-48.49804436997417,Music Venue
1741,Campina,-1.45373164,-48.49479176000001,Govinda,-1.4518678779791172,-48.49846815113254,Vegetarian / Vegan Restaurant
1742,Campina,-1.45373164,-48.49479176000001,Restaurante Largo da Palmeira,-1.4511076863376615,-48.4981714358287,Brazilian Restaurant
1743,Campina,-1.45373164,-48.49479176000001,Bistrô Belém,-1.4570259632510567,-48.49328208395764,Bistro
1744,Campina,-1.45373164,-48.49479176000001,Cacau Show,-1.4578902616144505,-48.49518312340806,Chocolate Shop
1745,Campina,-1.45373164,-48.49479176000001,Mimi Shoe,-1.4553084800961082,-48.491302357944804,Shoe Store
